id,cpf,nome_completo,emprego_atual,data_nascimento,situacao_civil,cliente_especial,rua,bairro,cidade,estado,CEP,idade
2186,091.825.347-05,Arthur Gabriel Porto,Coronel,1965-11-25,Divorsiado(a),0,Favela Brenda Barros,Marieta 3ª Seção,da Mata de Freitas,PE,65550927,58
2187,695.427.013-06,Srta. Maria Eduarda Albuquerque,Intérprete e tradutor de língua de sinais,1975-04-17,Divorsiado(a),0,Loteamento Otávio Fonseca,São Francisco Das Chagas,Vasconcelos de Moura,MG,15451853,49
2188,072.541.369-70,Luigi Silveira,Perito judicial,1973-09-15,Divorsiado(a),0,Travessa Fonseca,Taquaril,Viana do Sul,PE,27428221,50
2189,970.682.413-87,Rael Azevedo,Almirante,1983-02-20,Solteiro(a),0,Lago Maria Liz Duarte,Oeste,da Costa do Galho,RR,99092-797,41
2190,548.209.736-65,Vitor Gabriel Ferreira,Corretor de imóveis,1971-10-13,Solteiro(a),0,Jardim Maria Vitória da Rocha,Flavio Marques Lisboa,Pastor,PE,86058884,52
2191,372.694.018-96,Sr. Daniel Ribeiro,Paparazzo,1962-12-25,Solteiro(a),0,Ladeira de Oliveira,Conjunto Floramar,da Rosa,GO,34696-860,61
2192,683.924.750-38,Marcos Vinicius Rezende,Aeronauta,1963-05-19,Casado(a),0,Largo de Sampaio,Estoril,Peixoto do Galho,RO,99010104,61
2193,208.135.764-07,Enrico Cunha,Promotor de eventos,1993-02-19,Casado(a),0,Feira de Cassiano,Guarani,Brito Verde,AM,77079-725,31
2194,098.236.145-98,Srta. Luísa Ribeiro,Engenheiro elétrico,1969-10-29,Solteiro(a),0,Esplanada Ramos,Aeroporto,Freitas,DF,34890-632,54
2195,281.360.547-62,Emanuella Brito,Podólogo,1966-06-03,Solteiro(a),0,Passarela de Cavalcante,Vila Cloris,Farias,ES,15812-555,57
2196,180.576.934-01,Anna Liz Fernandes,Infectologista,1983-06-02,Casado(a),1,Praia Isadora Gomes,Lindéia,Martins do Amparo,AM,86920-753,40
2197,351.970.286-02,Sophia Silveira,Restaurador,1974-08-19,Casado(a),0,Trevo Ferreira,Vila Das Oliveiras,Cirino,SE,89321-049,49
2198,186.349.072-87,Ravi Correia,Telegrafista,1985-12-19,Divorsiado(a),1,Vereda de Monteiro,Carlos Prates,Jesus de Souza,RJ,18122429,38
2199,529.467.013-52,Maria Júlia Azevedo,Office-boy,1983-03-04,Solteiro(a),0,Vila Enzo Gabriel Silva,Candelaria,Oliveira,SC,17528270,41
2200,584.607.391-39,Sarah Fonseca,Secretária,1997-09-03,Casado(a),0,Vila Siqueira,Campo Alegre,Dias,DF,39049-103,26
2201,601.758.932-68,Stella Fogaça,Sonoplasta,2002-04-20,Solteiro(a),0,Distrito Pereira,João Paulo Ii,Ribeiro,AC,35539-288,22
2202,382.951.640-15,Maria Vitória da Paz,Optometrista,2001-01-30,Solteiro(a),0,Praia de Vieira,Vila União,Brito Alegre,GO,17248247,23
2203,713.296.048-22,Dra. Eloah Sampaio,Marinheiro,1960-08-31,Divorsiado(a),0,Ladeira Diogo Marques,Vila Paquetá,Duarte de Gomes,AC,42046-416,63
2204,093.817.256-59,Valentim Abreu,Laboratorista,1978-03-22,Solteiro(a),0,Recanto de Cavalcanti,Vitoria,Martins do Galho,PR,81101810,46
2205,809.425.637-00,Jade Lopes,Montador,1959-10-30,Divorsiado(a),0,Viaduto Joana Siqueira,Horto,Barbosa das Pedras,AC,63449-013,64
2206,956.830.124-06,Carolina Pinto,Astronauta,2000-03-10,Casado(a),0,Condomínio Vitória Sales,Confisco,da Rocha,SP,00159-202,24
2207,981.604.725-01,Ryan Garcia,Tecnólogo em negócios imobiliários,1974-07-30,Divorsiado(a),0,Estação de da Rocha,Santo Agostinho,Lima do Oeste,MG,14958750,49
2208,864.971.320-31,Ana Abreu,Metalúrgico,1977-12-18,Solteiro(a),0,Lagoa Rezende,Betânia,Silveira do Campo,RS,98369-982,46
2209,326.785.901-86,Laís Novaes,Diretor de produção,1969-09-19,Casado(a),0,Viaduto Caldeira,Tirol,Novaes,PE,09338-303,54
2210,917.528.043-41,Marina Moura,Metalúrgico,1985-03-23,Solteiro(a),0,Residencial de Cardoso,São Tomaz,Pimenta,RR,59407-384,39
2211,280.174.593-60,Gustavo Henrique Cardoso,Ginasta rítmica,1976-10-25,Casado(a),0,Vereda de Pereira,Parque São Pedro,Gonçalves,SE,36919150,47
2212,523.749.806-00,Dra. Sophie Camargo,Webdesigner,1960-12-27,Solteiro(a),0,Vila de Farias,Aeroporto,Moura,MA,80730208,63
2213,195.862.073-40,Henrique da Luz,Feirante,1963-02-28,Divorsiado(a),0,Passarela de Pastor,Sagrada Família,Casa Grande,MG,40491486,61
2214,234.795.108-41,Luan da Rocha,Eletricista de automóveis,1996-12-22,Solteiro(a),1,Colônia de Novaes,Madri,Freitas,AP,33200-500,27
2215,873.516.904-48,Ana Julia Teixeira,Marceneiro,1991-05-09,Solteiro(a),0,Ladeira de Pastor,Conjunto Taquaril,Sá,PR,24569705,33
2216,739.021.465-16,João Guilherme Aparecida,Dublê,1985-07-24,Divorsiado(a),0,Favela Teixeira,Pantanal,Nunes das Pedras,CE,06237922,38
2217,329.516.074-07,Julia Pacheco,Agente comunitário de saúde,1989-10-14,Divorsiado(a),0,Vereda Maria Clara Peixoto,Distrito Industrial Do Jatoba,Ribeiro das Flores,AC,75101-580,34
2218,741.865.039-66,Yasmin Costela,Técnico de gesso,1997-08-18,Solteiro(a),0,Travessa Ferreira,Cidade Jardim,Mendonça Verde,MA,87682-378,26
2219,378.605.194-10,Maria Júlia Castro,Hostess,1966-03-13,Casado(a),0,Favela Luiz Gustavo Novaes,São Paulo,Lima Grande,DF,09966469,58
2220,726.913.485-55,Sra. Ana Julia Rios,Ortesista,2004-11-08,Solteiro(a),0,Rodovia da Mata,Vila Bandeirantes,Ferreira da Mata,MS,31382-769,19
2221,109.658.743-20,Renan Costa,Árbitro e mediador,1977-10-30,Divorsiado(a),0,Travessa Cassiano,Carlos Prates,Dias Verde,RS,14320-296,46
2222,579.304.812-04,Dante Teixeira,Gestor de recursos humanos,2003-04-07,Casado(a),0,Campo de Ramos,Marieta 1ª Seção,da Luz,GO,17881-083,21
2223,579.603.412-06,Noah Souza,Jardineiro,1979-01-20,Solteiro(a),0,Parque de Ribeiro,Apolonia,Abreu Grande,AL,75728017,45
2224,028.694.571-11,Vitor Hugo Aparecida,Aeroviário,1965-06-02,Solteiro(a),0,Via Vicente Rezende,Mangabeiras,Moura,MG,08505-252,58
2225,746.285.310-80,Sofia Freitas,Babysitter,1980-12-24,Divorsiado(a),0,Distrito Luísa Cavalcanti,Miramar,Costela,BA,81519-732,43
2226,762.183.405-62,Ana Liz Siqueira,Astronauta,1958-07-05,Casado(a),0,Rua Costela,Canadá,Monteiro de Gonçalves,SC,73271980,65
2227,086.217.435-07,Ana Vitória Correia,Quitandeiro,1965-11-30,Solteiro(a),0,Viela de da Paz,Vila Da Ária,Caldeira,ES,37378215,58
2228,705.342.691-25,Sofia Martins,Controller,1982-06-01,Casado(a),0,Jardim Lunna Duarte,Vale Do Jatoba,Gomes do Amparo,MS,10747447,42
2229,479.206.315-99,João Vitor Cunha,Biblioteconomista,1996-03-12,Solteiro(a),0,Colônia de Lopes,Vila São Gabriel Jacui,da Mata,MS,41613-031,28
2230,972.305.681-02,Allana Machado,Artista plástico,1992-06-27,Divorsiado(a),0,Esplanada de Machado,Vista Do Sol,Freitas Verde,AL,34788-258,31
2231,596.481.702-58,Raquel Silveira,Profissional de marketing,1990-02-16,Solteiro(a),0,Via de Macedo,Mariano De Abreu,da Conceição,MS,42007013,34
2232,026.397.185-68,Dra. Aylla Souza,Tecnólogo em esporte e lazer,1989-08-28,Divorsiado(a),0,Vale Felipe da Rosa,Marieta 1ª Seção,Silveira de Ferreira,TO,09558-114,34
2233,470.182.635-90,Maria Alice Souza,Comprador,1989-10-07,Solteiro(a),0,Rodovia Abreu,Lagoinha Leblon,Novaes,RR,82153045,34
2234,275.418.063-07,Luigi Porto,Patinador,1978-04-01,Casado(a),0,Recanto de Alves,Pantanal,Rodrigues da Prata,PE,30741-444,46
2235,067.258.194-94,Juliana Araújo,DJ,1995-03-30,Solteiro(a),0,Fazenda Pastor,Bela Vitoria,Moraes dos Dourados,SP,76572163,29
2236,571.649.028-01,Luiz Gustavo Ribeiro,Confeiteiro,1978-04-22,Casado(a),0,Quadra de Moreira,Liberdade,Guerra Verde,AM,94491-122,46
2237,721.853.490-23,Raquel da Mota,Agente de viagens,1966-06-18,Solteiro(a),0,Lago Asafe Lima,Camargos,Silveira,RJ,18584380,57
2238,284.036.795-56,Mirella Cardoso,Coveiro/Sepultador,1969-05-25,Casado(a),0,Núcleo da Cunha,Vila Madre Gertrudes 3ª Seção,Mendes,MA,53718-271,55
2239,352.916.804-15,Lucas Gabriel Porto,Engenheiro químico,1993-01-29,Divorsiado(a),0,Esplanada Ágatha Casa Grande,Pilar,Aparecida Alegre,RN,75070076,31
2240,635.248.017-90,Dr. Bruno Nogueira,Bioquímico,2004-08-04,Casado(a),0,Vila de da Conceição,Salgado Filho,Cardoso do Campo,SE,47247-740,19
2241,701.294.538-97,Benjamin das Neves,Guia turistico,1989-07-11,Solteiro(a),0,Parque de Gomes,Nova Suíça,Azevedo,AP,39884-597,34
2242,789.562.431-82,Dra. Melissa Azevedo,Fisiculturista,1965-03-08,Divorsiado(a),0,Rua de Casa Grande,Vila Real 1ª Seção,Almeida de Barros,BA,38716-163,59
2243,327.914.856-19,Felipe Rezende,Imunologista,1964-08-31,Divorsiado(a),0,Distrito Pacheco,Solimoes,Pires,RN,28053-698,59
2244,659.342.780-29,Asafe da Conceição,Personal trainer,1964-11-10,Casado(a),0,Vale Paulo Vargas,Alto Dos Pinheiros,Fonseca de Farias,GO,29766791,59
2245,306.712.958-02,Theo Dias,Gerente de inovações ou novos negócios,1984-12-28,Divorsiado(a),0,Loteamento de Aragão,Santa Cruz,Marques,SE,61226600,39
2246,580.372.619-21,Larissa Aparecida,Xilógrafo,1978-06-08,Solteiro(a),0,Conjunto Amanda Araújo,Etelvina Carneiro,Correia,CE,69975-606,45
2247,268.473.501-80,João Gabriel Marques,Empregado doméstico,2005-06-05,Divorsiado(a),0,Viela Souza,Minas Brasil,Albuquerque,PB,72048-456,18
2248,178.304.956-10,Bento Sampaio,Office-boy,1965-02-26,Solteiro(a),0,Vereda Abreu,Mala E Cuia,da Rocha,RJ,87236-206,59
2249,071.542.683-44,Dr. Luigi Moreira,Administrador público,1966-09-05,Divorsiado(a),0,Colônia Alana da Rocha,Vila Jardim Alvorada,Sales de Minas,RO,57986122,57
2250,147.583.026-26,Dr. Kaique Nunes,Fonoaudiólogo,2005-03-05,Solteiro(a),0,Ladeira Augusto Machado,Vitoria Da Conquista,Costela das Pedras,PR,81944-957,19
2251,105.287.694-30,José Pastor,Paisagista,1961-05-28,Casado(a),0,Via Luiz Felipe Moura,Maria Virgínia,Montenegro Alegre,AC,16625360,63
2252,821.096.745-20,Danilo Martins,Cientista de alimentos,1986-08-31,Divorsiado(a),0,Colônia Ana Laura Leão,Unidas,Souza do Sul,MS,73083587,37
2253,413.826.570-80,Srta. Maria Laura da Mota,Senador,1988-10-10,Divorsiado(a),0,Chácara Ana Cecília Souza,Parque São Pedro,Monteiro,PB,13541328,35
2254,971.825.360-21,Vitor Oliveira,Educador integrado à saúde pública,1958-10-12,Solteiro(a),0,Vereda Aparecida,Vila Fumec,Aragão Alegre,RN,72360424,65
2255,547.829.601-58,Dra. Julia Guerra,Contra regra,1992-12-04,Divorsiado(a),0,Recanto Pereira,São Cristóvão,Novais,MT,51736-188,31
2256,318.962.754-19,Isabela Macedo,Agente de defesa sanitária animal,1974-05-18,Divorsiado(a),1,Pátio de Moreira,Independência,Gonçalves,GO,03776-404,50
2257,491.375.682-64,Francisco Barbosa,Policial militar,1989-12-02,Solteiro(a),0,Pátio Otávio Almeida,Monte Azul,Silva,PA,12518-218,34
2258,951.302.876-30,Guilherme Rocha,Técnico em rede,1965-10-02,Solteiro(a),0,Residencial de Rios,Conjunto Minas Caixa,Carvalho do Sul,GO,04414-216,58
2259,569.017.483-10,Diego Cirino,Gestor de tecnologia da informação,1990-01-09,Casado(a),0,Vila de Santos,Minas Brasil,Lima Alegre,DF,29041737,34
2260,065.372.914-61,Yan Mendes,Intérprete e tradutor de língua de sinais,2006-05-06,Divorsiado(a),0,Conjunto Giovanna Guerra,Barão Homem De Melo 1ª Seção,Abreu de Castro,MG,75274077,18
2261,526.438.917-91,Mathias Duarte,Tecnólogo em esporte e lazer,1965-04-19,Solteiro(a),0,Praia Sales,Vila Suzana Primeira Seção,Camargo,ES,94712786,59
2262,817.059.264-01,Rebeca Cavalcante,Salgadeira,1961-10-08,Casado(a),0,Residencial de Pinto,Pilar,Melo de da Rosa,RS,66357188,62
2263,268.917.430-87,Eduarda Ferreira,Tecnólogo em irrigação e drenagem,1973-07-31,Solteiro(a),0,Ladeira Camargo,Vila Novo São Lucas,Moraes,MA,25755581,50
2264,328.654.091-98,Maria Vitória Cardoso,Dermatologista,1990-08-31,Casado(a),0,Parque Marques,Pedreira Padro Lopes,Lima Alegre,SE,58706539,33
2265,683.154.079-10,Marina Sampaio,Nadador,1967-12-26,Divorsiado(a),0,Conjunto de da Paz,Acaba Mundo,das Neves das Flores,GO,42566-920,56
2266,197.846.532-73,Nina Novaes,Caldeireiro,1970-12-10,Solteiro(a),0,Setor Carvalho,Indaiá,Caldeira,RR,71524315,53
2267,906.423.518-05,João Miguel Nogueira,Profissional de relações internacionais,1990-07-26,Divorsiado(a),0,Esplanada Mariana Lima,Marieta 3ª Seção,Pinto de Vargas,RR,96322520,33
2268,308.657.491-75,Alexia da Rocha,Comprador,1988-11-19,Casado(a),0,Distrito Daniel Fonseca,São Bernardo,Rezende,MG,12574710,35
2269,578.136.290-86,Gustavo Moraes,Engenheiro de processos,1976-10-27,Divorsiado(a),0,Trevo de da Cunha,Frei Leopoldo,Silveira Grande,SP,71398760,47
2270,548.097.136-01,Sr. Pedro Mendes,Juiz ou árbitro de futebol,1982-12-23,Divorsiado(a),0,Rua de Nogueira,Distrito Industrial Do Jatoba,Abreu das Flores,MG,82768029,41
2271,027.189.465-20,Dra. Ana Júlia Moraes,Laboratorista,1981-06-02,Divorsiado(a),0,Alameda de da Rosa,Mirante,Gomes de Porto,MT,85448532,42
2272,394.521.870-50,Hadassa Viana,Designer de moda,1987-10-18,Casado(a),0,Estação de Alves,Céu Azul,Lima Grande,PA,23005-134,36
2273,392.064.571-52,Yuri Silva,Maitre,1972-08-06,Solteiro(a),0,Chácara de Pastor,Casa Branca,Ramos dos Dourados,ES,09933875,51
2274,739.186.402-13,Isabella Cunha,Sushiman,1969-08-25,Divorsiado(a),1,Favela de Pires,Dom Bosco,das Neves de Carvalho,ES,40068643,54
2275,085.794.612-94,Ian Mendonça,Gandula,1981-05-29,Solteiro(a),0,Quadra Raul Porto,São Vicente,Carvalho,CE,24397073,43
2276,854.392.701-32,Davi Luiz Martins,Músico,1970-05-17,Solteiro(a),0,Campo Luigi da Mota,Venda Nova,Pereira,PI,08090-753,54
2277,614.382.075-90,Daniela Araújo,Analista de sistemas,1966-11-16,Divorsiado(a),0,Condomínio Mendonça,Apolonia,das Neves,CE,24429-060,57
2278,751.094.268-30,Vinicius Novais,Percursionista,1961-11-06,Casado(a),0,Trecho de Siqueira,Vila Sumaré,Lopes do Norte,RO,40490332,62
2279,908.154.623-60,Sra. Laura das Neves,Cancerologista ou Oncologista,1980-04-21,Divorsiado(a),0,Viela Oliveira,Novo Santa Cecilia,Cirino da Prata,SC,30293-503,44
2280,495.076.238-92,Benjamin Garcia,Orientador educacional,2001-06-12,Casado(a),0,Rodovia Lopes,Luxemburgo,Guerra,ES,69403369,22
2281,971.805.623-86,Sr. Heitor Freitas,Pesquisador,1990-09-07,Solteiro(a),0,Passarela Fernando Silveira,Vila Minaslandia,da Mota,MG,57516331,33
2282,987.256.103-68,Sra. Brenda Jesus,Cobrador de ônibus,2000-07-28,Solteiro(a),0,Rua Fernanda Abreu,Marieta 1ª Seção,Vasconcelos,AC,57761633,23
2283,052.741.836-62,Hadassa Cassiano,Instrumentista musical,1967-02-03,Solteiro(a),0,Aeroporto Rafael Novais,Caiçara - Adelaide,Pereira de Minas,AL,13156697,57
2284,536.147.920-99,Laura Leão,Assessor parlamentar,2002-02-28,Solteiro(a),0,Lagoa de Teixeira,Conjunto Paulo Vi,Nascimento do Campo,PB,78837016,22
2285,619.287.435-28,Mateus Cassiano,Sociólogo,2003-12-09,Solteiro(a),0,Praia Barbosa,Maria Goretti,Andrade de Minas,RN,03519583,20
2286,835.067.214-53,Aurora Ribeiro,Laboratorista,1963-02-25,Solteiro(a),1,Vereda Thiago Duarte,Candelaria,da Costa,DF,98753-435,61
2287,802.196.743-96,Leonardo Casa Grande,Operador de telemarketing,1993-09-30,Casado(a),0,Praça Fonseca,Pirineus,das Neves do Galho,RJ,97398-106,30
2288,102.879.463-04,Maria Vitória da Conceição,Químico,1961-10-30,Casado(a),0,Área João Vitor Nunes,Penha,Silva,RN,52930-098,62
2289,479.031.865-66,João Miguel Ferreira,Aeromoça,1992-10-06,Solteiro(a),0,Travessa Cardoso,Santa Maria,Pacheco do Galho,BA,82171277,31
2290,647.923.058-29,Emilly Oliveira,Tecnólogo em tecnologia da madeira,1989-08-01,Solteiro(a),0,Recanto de Vieira,Lagoinha Leblon,Mendes do Norte,TO,99911702,34
2291,362.497.805-56,Luiz Fernando Gonçalves,Professor,1989-06-12,Divorsiado(a),0,Travessa de Duarte,Teixeira Dias,Barbosa da Prata,AL,65539-092,34
2292,706.538.291-59,Srta. Maria Alice Pires,Levantador de peso,1987-06-07,Solteiro(a),0,Travessa Sousa,Morro Dos Macacos,Albuquerque,AP,19103654,36
2293,308.564.921-24,Dra. Maya Nascimento,Agente de combate à endemias,1969-08-10,Solteiro(a),0,Parque Gustavo Macedo,Indaiá,Rezende Verde,AM,29455779,54
2294,859.621.340-60,Ana Laura Macedo,Professor,1984-03-05,Divorsiado(a),0,Travessa de Câmara,Jardim Alvorada,Cassiano de Alves,MG,64002-109,40
2295,214.839.567-09,Maria Fernanda Cardoso,Marceneiro,1985-08-30,Solteiro(a),0,Setor Anthony Pires,Sport Club,Pastor da Serra,AM,77376-164,38
2296,358.197.462-28,Maria Laura Fernandes,Naturólogo,1988-01-05,Solteiro(a),0,Favela Brito,Vila Copasa,Castro,ES,91528101,36
2297,305.982.416-98,José Pedro Araújo,Retificador,1959-10-10,Solteiro(a),0,Jardim de Borges,Dona Clara,Rios,MS,27683-454,64
2298,124.806.935-89,Gustavo Henrique Marques,Geradorista,1998-12-07,Casado(a),0,Lago Isabella Pastor,Universo,Campos da Prata,BA,09802-292,25
2299,791.204.568-67,Sr. Dom Garcia,Sexólogo,1990-08-19,Divorsiado(a),0,Esplanada de Porto,Padre Eustáquio,Ferreira de Dias,MA,17086-065,33
2300,689.432.571-55,Benício Pinto,Presidente da República,1979-10-29,Divorsiado(a),1,Rodovia de Sá,São Gabriel,Camargo do Oeste,SC,64881-423,44
2301,162.478.530-17,Ana Lívia Nascimento,Lapidário,1977-08-18,Casado(a),0,Jardim da Luz,Vila Pinho,Melo,AC,76036429,46
2302,278.534.906-74,Julia Vieira,Neonatologista,1964-03-20,Casado(a),0,Lagoa Sarah Brito,Vila Batik,Leão Verde,RO,65989-039,60
2303,915.437.820-60,Otávio Casa Grande,Conferente de recebimento,1959-06-06,Casado(a),0,Sítio Noah Teixeira,Nossa Senhora De Fátima,Brito,MT,54019-791,64
2304,965.237.401-61,Valentina Cassiano,Lanterneiro,1970-01-12,Casado(a),0,Núcleo Sousa,Cdi Jatoba,Viana da Praia,CE,19259-192,54
2305,639.241.580-70,Ravy Araújo,Produtor editorial,1985-09-02,Solteiro(a),0,Vila de Sales,Vitoria,Teixeira,SP,87179-630,38
2306,684.392.715-73,Asafe Câmara,Zootecnista,2003-11-16,Solteiro(a),1,Sítio de Costa,Vila União,da Paz de Goiás,CE,93278536,20
2307,402.819.653-15,Eduardo Costela,Atleta de tiro com arco,1999-07-25,Divorsiado(a),0,Estação Duarte,Madre Gertrudes,Ribeiro,CE,52235-719,24
2308,465.287.039-65,Srta. Luara Souza,Frentista,1996-01-01,Casado(a),0,Passarela de Cirino,Ermelinda,Camargo,DF,79698432,28
2309,052.148.679-30,Sr. Isaac Nunes,Moldador,2002-05-09,Casado(a),0,Lago Costa,Liberdade,Brito,SP,48097-823,22
2310,892.510.764-30,Alícia Rodrigues,Agente de viagens,1987-08-19,Casado(a),0,Vila Macedo,Coração De Jesus,Jesus de Goiás,PE,65525105,36
2311,391.607.258-77,Isabel Melo,Técnico em hardware,1995-04-01,Casado(a),0,Trevo de Vasconcelos,Piraja,Casa Grande do Galho,PR,17646-895,29
2312,931.506.248-51,Mariane Garcia,Gourmet,2001-01-10,Casado(a),0,Passarela Novaes,São Lucas,da Rosa,SP,01402-821,23
2313,569.138.042-70,Sr. Danilo Campos,Produtor de eventos,1968-04-09,Divorsiado(a),0,Viaduto Kevin Guerra,Vila Puc,Santos,MT,26749-697,56
2314,324.917.086-04,Amanda Barbosa,Telefonista,1968-02-27,Solteiro(a),0,Esplanada Gomes,Caetano Furquim,Dias,PE,24954-052,56
2315,201.398.675-03,Sr. Bryan Duarte,Intérprete de Bíblias,2005-10-06,Solteiro(a),0,Largo de Vieira,Coqueiros,Abreu,AP,58558693,18
2316,043.579.286-56,Lavínia da Cruz,Gandula,1975-11-15,Divorsiado(a),0,Aeroporto Abreu,Ambrosina,Viana dos Dourados,MA,94858618,48
2317,403.625.871-08,Melina Casa Grande,Gastroenterologista,1986-06-21,Divorsiado(a),0,Núcleo Jesus,Horto Florestal,Vargas de Cassiano,PE,73777-963,37
2318,539.148.726-91,José Nogueira,Pediatra,1986-02-24,Solteiro(a),0,Ladeira Almeida,Califórnia,Farias do Amparo,MG,51564-412,38
2319,870.316.592-21,Fernanda Machado,Vigilante noturno/diurno,2005-03-03,Divorsiado(a),0,Viela de da Luz,Nazare,da Rocha de Silveira,SC,47473744,19
2320,693.701.452-06,Maria Flor Pacheco,Engenheiro de telecomunicações,1984-08-19,Casado(a),0,Rua Pereira,Vitoria Da Conquista,Cavalcanti do Campo,GO,80273670,39
2321,016.783.952-77,Davi Miguel Moraes,Naturólogo,1962-06-21,Casado(a),0,Sítio Heloisa Machado,Nova America,Vargas,PR,57275145,61
2322,165.840.723-71,Sophie Fogaça,Arranjador musical,1991-10-08,Solteiro(a),0,Setor de Sales,Vale Do Jatoba,Ramos,ES,07966702,32
2323,159.306.827-12,Alícia Jesus,Escultor,1958-09-10,Casado(a),0,Parque de Guerra,Distrito Industrial Do Jatoba,Fogaça,PR,38408-563,65
2324,187.095.236-77,Emilly Montenegro,Radiooperador de vôo,1989-08-16,Casado(a),0,Vale de da Paz,Juliana,Leão da Serra,AM,95332604,34
2325,325.179.064-16,João Pedro Aragão,Produtor fonográfico,1969-11-05,Divorsiado(a),0,Rua Maria Isis Pereira,Confisco,Garcia das Pedras,CE,67351829,54
2326,517.840.392-41,Yasmin Cavalcante,Paginador,1995-03-18,Solteiro(a),1,Quadra de Vasconcelos,Jardim São José,Câmara,PR,86118326,29
2327,965.284.310-51,Raquel Lima,Governanta,1963-01-11,Casado(a),0,Estação Garcia,Vila Pinho,Lima de Vargas,CE,58213602,61
2328,674.098.253-83,Lívia Sousa,Carpinteiro,1965-03-25,Solteiro(a),0,Alameda Henry Gabriel Novais,Alto Das Antenas,Cassiano Alegre,MT,47668095,59
2329,142.950.836-15,Dra. Ana Julia Marques,Metalúrgico,1981-10-17,Solteiro(a),0,Campo Melina Rodrigues,Maria Helena,Pires do Amparo,RN,98106-012,42
2330,360.128.459-60,Gael Henrique Cassiano,Antropólogo,1979-07-10,Divorsiado(a),0,Vila de Porto,Vila São Dimas,Nascimento Alegre,GO,82283-214,44
2331,794.856.021-11,Sr. Daniel Correia,Profissional de educação física,1982-01-11,Divorsiado(a),0,Recanto José Miguel Pastor,Centro,da Conceição da Mata,RS,10630868,42
2332,043.169.785-00,José Miguel Sales,Carpinteiro,1999-03-17,Solteiro(a),0,Recanto Gonçalves,Carmo,Rodrigues de Goiás,TO,62444-497,25
2333,576.309.812-95,Luiz Felipe Moura,Publicitário,1968-03-22,Casado(a),0,Loteamento de Marques,Apolonia,Campos,MA,25272199,56
2334,025.794.638-10,Heloisa Ferreira,Tecnólogo em silvicultura,1994-04-26,Casado(a),0,Trevo Cauã Porto,Penha,da Mata da Serra,RN,12410-346,30
2335,740.281.956-67,Srta. Valentina Camargo,Biomédico,1982-08-14,Solteiro(a),0,Travessa Marques,Horto Florestal,Ramos da Mata,PB,57116856,41
2336,843.259.610-89,Lorena Costela,Arranjador musical,1998-12-29,Divorsiado(a),0,Viaduto da Cunha,Antonio Ribeiro De Abreu 1ª Seção,Vieira Paulista,AC,72574-235,25
2337,197.640.285-94,Bruno Barros,Profissional de hotelaria,1993-08-27,Casado(a),0,Pátio da Conceição,São Paulo,Costa da Praia,RO,79901130,30
2338,073.915.264-52,Bryan Freitas,Tecnólogo em desenvolvimento social,2002-09-23,Casado(a),0,Praia Leão,Lindéia,Silva Verde,BA,77129-157,21
